BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE
200604,2,1503,200604,2,1508,209169,5501974,IOWA,19,2006,April    ,Tornado,C,177,VAN BUREN,DVN,2006-04-02 15:03:00,CST,2006-04-02 15:08:00,0,0,0,0,30K,,NWS STORM SURVEY,,,F2,3.0,100.0,1.0,W,PITTSBURG,3.0,NE,PITTSBURG,40.75,-92.0,40.78,-91.95,"Tornado touched down about 0.5 miles west of Pittsburg near a cemetery and continued northeast for 3 miles just along the west edge of the Des Moines River.  Along this path, 2 homes were unroofed and 4 outbuildings were destroyed.  Many trees were snapped or uprooted and power poles were blown down.",Rated F2.
200604,2,1515,200604,2,1520,209170,5501975,IOWA,19,2006,April    ,Tornado,C,177,VAN BUREN,DVN,2006-04-02 15:15:00,CST,2006-04-02 15:20:00,0,0,0,0,15K,,NWS STORM SURVEY,,,F1,2.0,50.0,1.0,N,MT ZION,3.0,NE,MT ZION,40.78,-91.92,40.82,-91.88,The second tornado of a cyclic supercell developed 0.7 miles north of Mt Zion and moved northeast for 2 miles and dissipated shortly after crossing highway 16 2.2 miles south of Winchester or 2.6 miles northeast of Mt Zion.  A roof was blown off a barn with minor roof damage to a house.  Several outbuildings were destroyed with tree damage noted.,Rated F1
200604,2,1518,200604,2,1519,209171,5501976,IOWA,19,2006,April    ,Tornado,C,101,JEFFERSON,DVN,2006-04-02 15:18:00,CST,2006-04-02 15:19:00,0,0,0,0,10K,,NWS STORM SURVEY,,,F1,0.3,50.0,6.0,S,FAIRFIELD,6.0,S,FAIRFIELD,40.9,-91.98,40.9,-91.98,A tornado touched down south of Fairfield destroying an outbuilding and dissipated shortly after crossing highway 1.,Rated F1
200604,2,1519,200604,2,1524,209172,5501977,IOWA,19,2006,April    ,Tornado,C,177,VAN BUREN,DVN,2006-04-02 15:19:00,CST,2006-04-02 15:24:00,0,0,0,0,10K,,NWS STORM SURVEY,,,F1,3.0,50.0,,,STOCKPORT,3.0,NE,STOCKPORT,40.87,-91.82,40.9,-91.78,The third tornado of a cyclic supercell produced an F1 tornado in Stockport and moved northeast for 3 miles before dissipating.  Several outbuildings and trees were either destroyed or damaged.,Rated F1
200604,2,1525,200604,2,1529,207795,5501330,MISSOURI,29,2006,April    ,Tornado,C,173,RALLS,LSX,2006-04-02 15:25:00,CST,2006-04-02 15:29:00,0,0,0,0,,,NWS STORM SURVEY,,,F2,3.5,350.0,8.0,NNE,PERRY,1.0,SSE,HATCH,39.53,-91.63,39.57,-91.63,,"The tornado formed around 425 pm CDT 1.5 miles north of Clarence Cannon Dam on County Highway J. Three businesses at this location sustained damage.  A convenience store suffered minor exterior damage to shingles, siding, windows and trim.  A pole barn suffered substantial roof damage from an airborne camper that was blown from an outdoor storage lot to the east.  Damage from this building was scattered 200-300 feet. Four campers in the outdoor lot were damaged with two of these being completely destroyed. Two boats were also flipped over. A camper dealership was located directly across highway J. This building sustained extensive damage.  An attached service bay to the south was completely leveled.  The second story above the office was obliterated with only the west facing wall left standing. At least 30 campers sustained some type of damage. Eight to ten were completely destroyed. Some of the camper frames were found 150 to 200 feet north of their initial positions. Debris from this area was scattered over 1/4 mile away. Three 1x3 inch boards were found stuck in the dealerships hard packed gravel lot. There was also substantial tree damage.  Cedar trees with a diameter of 12 to 15 inches were snapped off at ground level bordering the dealership lot. The tornado was 350 yards wide at this location and produced F2 damage. The tornado continued northeast for 1.3 miles and damaged a pole barn on Clinton Road. The pole barn suffered light roof and trim damage. Southwest of the pole barn, an isolated cedar tree 1.5 to 2 feet in diameter was snapped off 3 feet above the ground.  The top portion of the tree was found 150 feet to the northeast. The tornado was 100 yards at this location and produced F1damage. The tornado continued 1.7 miles northeast passing through the Salt River Valley.  On township road CC, there was a 2 foot square metal sign buried 4-6 inches into a tilled field. At this location, the tornado was 40 yards wide and produced F0 damage. The tornado dissipated just northeast of this location."
200604,2,1546,200604,2,1548,209173,5501978,IOWA,19,2006,April    ,Tornado,C,183,WASHINGTON,DVN,2006-04-02 15:46:00,CST,2006-04-02 15:48:00,0,0,0,0,25K,,NWS STORM SURVEY,,,F2,1.0,75.0,,,WASHINGTON,,,WASHINGTON,41.3,-91.7,41.3,-91.7,"A supercell spawned a tornado on the west side of Washington at West Main Street and moved northeast for 1 mile.  A garage was competely unroofed and a shed was destroyed.  Numerous trees were snapped along the path and metal sheeting was torn off a business near the end of the path.

Near environmental, model, and radar data suggests that if the subcloud layer could have been slighly more unstable, a much stronger tornado would probably have occurred causing significant damage.",Rated F2
200604,2,1559,200604,2,1603,209394,5502396,ARKANSAS,5,2006,April    ,Tornado,C,135,SHARP,LZK,2006-04-02 15:59:00,CST,2006-04-02 16:03:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,2.5,100.0,3.0,SW,WILLIFORD,2.0,SSE,WILLIFORD,36.22,-91.38,36.22,-91.33,,"A weak tornado touched down briefly in Sharp County.  The tornado touched down about 2.8 miles southwest of Williford and was on the ground for 2.5 miles.  Damage along the path of the tornado consisted of a barn and workshop that were damaged.  Also, an old sawmill building was destroyed and a few dozen trees were snapped off or uprooted.  The tornado moved out of Sharp County, about 2 miles south-southeast of Williford, and into Lawrence County (Memphis County Warning area)."
200604,2,1600,200604,2,1601,207798,5501333,MISSOURI,29,2006,April    ,Tornado,C,187,ST. FRANCOIS,LSX,2006-04-02 16:00:00,CST,2006-04-02 16:01:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,0.1,50.0,,,PARK HILLS,,,PARK HILLS,37.85,-90.55,37.85,-90.55,,"At approximately 5:00 pm CDT a weak tornado occurred in Park Hills, Missouri. The tornado briefly touched down at the intersection of Business Route 67 and 5th Street. Two witnesses observed the tornado. A portion of an auto repair shop was damaged by the tornado. The tornado moved east and caused minor damage to the roof of three homes. Several large tree limbs were also broken by the tornado. The damage intensity of the tornado was rated F0."
200604,2,1600,200604,2,1600,209175,5501980,IOWA,19,2006,April    ,Tornado,C,183,WASHINGTON,DVN,2006-04-02 16:00:00,CST,2006-04-02 16:00:00,0,0,0,0,5K,,LAW ENFORCEMENT,,,F1,0.1,50.0,3.0,SSW,RIVERSIDE,3.0,SSW,RIVERSIDE,41.45,-91.62,41.45,-91.62,The second tornado of a cyclic supercell produced a brief touchdown south southwest of Riverside.  A deputy observed the tornado and discovered power poles and lines down at the intersection of County W61 (Riverside Road) and Spruce Avenue.,Rated F1.  Time estimated based on radar and other reports.
200604,2,1603,200604,2,1617,209395,5506238,ARKANSAS,5,2006,April    ,Tornado,C,75,LAWRENCE,MEG,2006-04-02 16:03:00,CST,2006-04-02 16:17:00,0,0,0,0,100K,,NWS STORM SURVEY,,,F0,7.0,100.0,5.0,WSW,RAVENDEN,3.0,E,RAVENDEN,36.18,-91.33,36.23,-91.2,,The tornado moved into Lawrence County from Sharp County and tracked east to 3 miles east of Ravenden. The tornado lifted near the Randolph and Lawrence County line. A rental home was damaged in Ravenden. Thirty to forty other homes had minor damage across the county. A barn was damaged in Ravenden. Four unoccupied buildings were also damaged in Ravenden.
200604,2,1605,200604,2,1608,207797,5501332,MISSOURI,29,2006,April    ,Tornado,C,186,STE. GENEVIEVE,LSX,2006-04-02 16:05:00,CST,2006-04-02 16:08:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,2.0,40.0,2.0,SW,WEINGARTEN,1.0,S,WEINGARTEN,37.87,-90.25,37.87,-90.22,,"The same thunderstorm line that caused the Park Hills tornado spawned a second tornado along Highway 32, about 2 miles southwest of Weingarten in Ste. Genevieve County. This tornado initially formed at approximately 505 pm CST and moved east along and south of Highway 32. Three farms sustained minor home and machine shed damage while several trees were snapped or uprooted. The total length of the  damage track was two miles with a damage width of  40 yards. The damage intensity was rated F0."
200604,2,1606,200604,2,1606,206863,5496773,IOWA,19,2006,April    ,Tornado,C,181,WARREN,DMX,2006-04-02 16:06:00,CST,2006-04-02 16:06:00,0,0,0,0,,,GENERAL PUBLIC,,,F0,0.2,30.0,2.0,NW,HARTFORD,2.0,NW,HARTFORD,41.48,-93.45,41.48,-93.45,"An early spring storm lifted northeast out of the southwest U.S.  The surface low pressure moved northeast into Iowa during the afternoon and pushed northeast out of the state during the evening.  The dry punch moved into southern Iowa during the afternoon and the airmass became unstable.  Lifted indices fell to the -1 to -4 C. range with CAPE values in the 400 to 1000 J/kg range.  The LCL was fairly low during the afternoon, in the 600 to 800 meter range.  With the upper low pressure area also lifting northeast into Iowa, the freezing level was quite low at 9700 feet AGL.  Thunderstorms formed in an arc across Iowa at the nose of the dry punch.  The storms lifted north into the central sections of the state by late afternoon.  Many of the storms produced hail, some of which was severe.  Reports of large hail were absent however.  There were several reports of brief tornado touchdowns.  None of them remained on the ground for more than a couple of minutes.  Two brief touchdowns occurred in Davis County early on in the event.  During the late afternoon, as the line of storms approached central Iowa, several brief touchdowns occurred.  These reports were to the south of Des Moines in Warren County, and to the east of Des Moines in southeast Polk County.  Damage report were limited as the touchdowns were so brief.  As the storms moved across Warren County, high winds blew a car off the road near Carlisle.  No injuries were reported.",Brief tornado touchdown in open fields.
200604,2,1615,200604,2,1616,207800,5499253,ILLINOIS,17,2006,April    ,Tornado,C,117,MACOUPIN,LSX,2006-04-02 16:15:00,CST,2006-04-02 16:16:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,0.5,30.0,2.0,NE,PIASA,3.0,NE,PIASA,39.13,-90.08,39.15,-90.08,,Two miles northeast of Piasa along Little Flock Road another tornado struck around 515 pm CDT and damaged farm buildings and a grain bin. It then destroyed a mobile home after lifting and carrying it approximately 20 yards. This tornado was rated F0 with a track length of one-half mile and track width of 30 yards.
200604,2,1615,200604,2,1617,207799,5499252,ILLINOIS,17,2006,April    ,Tornado,C,117,MACOUPIN,LSX,2006-04-02 16:15:00,CST,2006-04-02 16:17:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,2.0,30.0,,,PIASA,2.0,E,PIASA,39.12,-90.12,39.12,-90.08,,"In Piasa a tornado struck around 515 pm CDT and damaged the roof and siding of numerous homes, snapped several trees and wooden power poles, and took large branches out of trees.  Damage was intermittent along a path continuing two miles east of Piasa on Highway 16, where the tornado destroyed a barn near Beacon Road and collapsed a parking canopy at Shipman Elevator Company. A man approximately 1.5 miles north of this tornado witnessed sheet metal debris rotating in the air and dirt swirling on the ground. A woman driving on Highway 16 reported being pushed off the road by the tornado.  Total track length of this F0 tornado was 2 miles with a maximum width of 30 yards."
200604,2,1615,200604,2,1623,207791,5501074,ILLINOIS,17,2006,April    ,Tornado,C,163,ST. CLAIR,LSX,2006-04-02 16:15:00,CST,2006-04-02 16:23:00,11,0,1,0,,,NWS STORM SURVEY,,,F2,7.0,100.0,,,FAIRVIEW HGTS,4.0,NE,FAIRVIEW HGTS,38.57,-90.0,38.6,-89.95,,"Around 515 pm CDT the tornado first caused damage 200 yards south of the intersection of Union Hill road and Long Acre Drive in southwest Fairview Heights, Illinois. Several large trees and large limbs were downed by the tornado. The damage width at this location was 60 yards wide while damage intensity was rated F0. The tornado traveled northeast through a small subdivision southwest of Lincoln Trail (US 50) and Cathy Lane. There was minor roof damage to several homes, a two car garage was damaged and several large trees were either uprooted or snapped half way up. On the east side of Cathy Lane the roof of an apartment building was damaged while a second establishment sustained side and roof damage. Damage was rated F1 intensity while the damage width ranged from 60 to 80 yards. On the north side of US 50 several large power poles were snapped off. Other establishments along the north side of US 50 sustained various degrees of damage. Light poles and tree damage revealed a convergent damage pattern indicative of a tornado. The tornado then hit the south side of the K & G clothing store. The front center part of the roof collapsed while debris from this area was pushed along the east side of the large store. There was one fatality and 11 injuries at this store. The damage width ranged between 80 to 100 yards in this area while the damage intensity was rated lower end of F2. The tornado continued northeast across St. Clair Square Mall, Interstate 64, and then hit a church on Old Collinsville Road. The tornado damaged the steeple and roof of the church. The tornado then damaged three homes and one farm just west of the intersection of Milburn School Road and Pausch Road 2 miles northeast of Fairview Heights. Several large trees were also damaged over this area. The damage width was approximately 60 yards wide while damage Intensity was rated F1. The tornado then crossed the intersection of Kyle and Simmons Road and caused only minor roof damage to six homes in a subdivision north of Kyle Road. The tornado continued to travel northeast and caused damage to several homes in the Crown Point subdivision just south of O`Fallon-Troy Road. The roof of one home was completely uplifted and tossed over 100 yards to the northeast. The damage width was 100 yards wide while damage intensity was rated F2. The tornado then crossed O`Fallon-Troy Road and totally destroyed a machine shed at a farm. Debris from the machine shed was tossed over 1/3 mile to the northeast. Two other homes 1/4 mile north of the intersection of Weil and O`Fallon road sustained varying degrees of damage. The roof of one home was uplifted and displaced to the northeast. Several trees in this area were also damaged. The width of the tornadic damage was 100 yards while damage intensity was rated F1. Insulation debris from both homes was tossed over 300 yards across an open field and line of large trees. The total tornadic damage track was approximately 7 miles. This tornado was a type referred to as a non-supercell tornado. Given that the line of thunderstorm which produced this tornado was moving 60 mph, the tornado was only on the ground for about 8 minutes."
200604,2,1616,200604,2,1616,209168,5501973,ILLINOIS,17,2006,April    ,Tornado,C,71,HENDERSON,DVN,2006-04-02 16:16:00,CST,2006-04-02 16:16:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,0.0,25.0,1.0,N,TERRE HAUTE,1.0,N,TERRE HAUTE,40.67,-90.98,40.67,-90.98,A weak F0 tornado briefly touched down near the intersection of highways 94 and 96.,rated F0.
200604,2,1620,200604,2,1630,209174,5501979,ILLINOIS,17,2006,April    ,Tornado,C,109,MCDONOUGH,DVN,2006-04-02 16:20:00,CST,2006-04-02 16:30:00,0,0,0,0,150K,,NWS STORM SURVEY,,,F1,12.0,233.0,3.0,S,BLANDINSVILLE,3.0,N,GOOD HOPE,40.48,-90.87,40.6,-90.68,"A supercell produced a long track tornado across northern McDonough county.  The tornado first touched down 3 miles south of Blandinsville and moved east-northeast.  The tornado moved through the town of Sciota in the 1629-1630 CST time period and dissipated shortly after crossing U.S. 67 2.5 miles north of Good Hope.  Considerable damage occurred to trees and buildings along its path.

The Hire Township maintenance garage was destroyed.  A metal pole barn was destroyed and another heavily damaged.  Two wood barns and 7 grain bins were destroyed along the path with 4 grain bins heavily damaged.  Most of the damage occurred roughly 3 miles south of Blandinsville.",Rated F1
200604,2,1621,200604,2,1626,207792,5501075,ILLINOIS,17,2006,April    ,Tornado,C,119,MADISON,LSX,2006-04-02 16:21:00,CST,2006-04-02 16:26:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,5.0,50.0,1.0,S,DORSEY,4.0,NNE,PRAIRIETOWN,38.95,-90.0,39.02,-89.9,,A small but rather long tornado first formed in Madison County just north of Dorsey. Trees were damaged and roof shingles were blown off a couple of homes. The tornado continued into Macoupin County.
200604,2,1626,200604,2,1637,207792,5501076,ILLINOIS,17,2006,April    ,Tornado,C,117,MACOUPIN,LSX,2006-04-02 16:26:00,CST,2006-04-02 16:37:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,11.0,50.0,6.0,WSW,STAUNTON,,,MT OLIVE,38.98,-89.88,39.07,-89.73,,"The Madison County tornado that started near Dorsey crossed the Macoupin County line about 6 miles west southwest of Staunton. The tornado damaged trees, downed a few power lines, and blew off roof shingles near Staunton and Mt. Olive."
200604,2,1630,200604,2,1634,207790,5501073,ILLINOIS,17,2006,April    ,Tornado,C,119,MADISON,LSX,2006-04-02 16:30:00,CST,2006-04-02 16:34:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,2.0,100.0,2.0,SW,HIGHLAND,,,HIGHLAND,38.72,-89.7,38.73,-89.67,,"The tornado first formed near the intersection of Ellis and Acorn Roads where it destroyed two grain bins. The tornado traveled across an open field and then hit a farm one quarter mile west of Highway 160. The home sustained minor roof, window and siding damage. A large machine shed was destroyed with debris thrown three quarter to one mile to the northeast. A garage was also destroyed. A number of power poles wee snapped off just south of town along Old Trenton Road. A large ranch home just north of this location sustained considerable roof and window damage. Several large trees in the area were also downed."
200604,2,1631,200604,2,1631,206863,5496777,IOWA,19,2006,April    ,Tornado,C,153,POLK,DMX,2006-04-02 16:31:00,CST,2006-04-02 16:31:00,0,0,0,0,,,GENERAL PUBLIC,,,F0,0.2,30.0,2.0,N,RUNNELLS,2.0,N,RUNNELLS,41.55,-93.37,41.55,-93.37,"An early spring storm lifted northeast out of the southwest U.S.  The surface low pressure moved northeast into Iowa during the afternoon and pushed northeast out of the state during the evening.  The dry punch moved into southern Iowa during the afternoon and the airmass became unstable.  Lifted indices fell to the -1 to -4 C. range with CAPE values in the 400 to 1000 J/kg range.  The LCL was fairly low during the afternoon, in the 600 to 800 meter range.  With the upper low pressure area also lifting northeast into Iowa, the freezing level was quite low at 9700 feet AGL.  Thunderstorms formed in an arc across Iowa at the nose of the dry punch.  The storms lifted north into the central sections of the state by late afternoon.  Many of the storms produced hail, some of which was severe.  Reports of large hail were absent however.  There were several reports of brief tornado touchdowns.  None of them remained on the ground for more than a couple of minutes.  Two brief touchdowns occurred in Davis County early on in the event.  During the late afternoon, as the line of storms approached central Iowa, several brief touchdowns occurred.  These reports were to the south of Des Moines in Warren County, and to the east of Des Moines in southeast Polk County.  Damage report were limited as the touchdowns were so brief.  As the storms moved across Warren County, high winds blew a car off the road near Carlisle.  No injuries were reported.",Brief tornado touchdown in open fields.
200604,2,1635,200604,2,1636,207801,5499254,ILLINOIS,17,2006,April    ,Tornado,C,117,MACOUPIN,LSX,2006-04-02 16:35:00,CST,2006-04-02 16:36:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,0.1,20.0,2.0,N,GILLESPIE,2.0,N,GILLESPIE,39.17,-89.83,39.17,-89.83,,The line of thunderstorms that produced small tornadoes near Piasa produced a third tornado around 535 pm CDT. This tornado destroyed a mobile home two miles north of Gillespie on Highway 4 at Quarry Road.  This tornado was rated F0 with a path length of one-tenth of a mile and a width of 20 yards.
200604,2,1637,200604,2,1646,209395,5506239,ARKANSAS,5,2006,April    ,Tornado,C,121,RANDOLPH,MEG,2006-04-02 16:37:00,CST,2006-04-02 16:46:00,0,0,0,0,1M,,NWS STORM SURVEY,,,F3,8.0,300.0,3.0,S,POCAHONTAS,4.0,N,O KEAN,36.22,-90.97,36.22,-90.82,,"A tornado began 3 miles south of Pocahontas and tracked east into Greene County. In Shannon, three businesses and five homes were destroyed. Another two businesses and two homes had major damage. Eighteen other homes had minor damage. The tornado produced F1 type damage in Randolph County."
200604,2,1641,200604,2,1642,207793,5501328,ILLINOIS,17,2006,April    ,Tornado,C,135,MONTGOMERY,LSX,2006-04-02 16:41:00,CST,2006-04-02 16:42:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,1.0,50.0,1.0,NE,WALSHVILLE,1.0,N,WALSHVILLE,39.07,-89.6,39.07,-89.62,,"The same storm that produced a tornado in Madison and Macoupin County produced another short lived tornado near Walshville. The tornado downed a couple of trees, destroyed a shed, and caused minor roof damage to a home."
200604,2,1646,200604,2,1648,208072,5499677,ILLINOIS,17,2006,April    ,Tornado,C,167,SANGAMON,ILX,2006-04-02 16:46:00,CST,2006-04-02 16:48:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,0.5,200.0,4.0,SW,LOAMI,4.0,SW,LOAMI,39.63,-89.9,39.63,-89.9,,Tornado briefly touched down and knocked down 12 power poles and several large trees.
200604,2,1646,200604,2,1737,209395,5506240,ARKANSAS,5,2006,April    ,Tornado,C,55,GREENE,MEG,2006-04-02 16:46:00,CST,2006-04-02 17:37:00,47,0,0,0,25M,,NWS STORM SURVEY,,,F3,37.0,880.0,5.0,WSW,DELAPLAINE,11.0,E,MARMADUKE,36.18,-90.8,36.18,-90.18,,"A tornado continued to track east from Randolph County into Greene County and eventually continued into Dunklin County, Missouri. The hardest hit area was in the town of Marmaduke. Forty-seven injuries occurred in Marmaduke with two people being airlifted to a local hospital. One hundred and thirty houses were destroyed in Marmaduke with twenty-five mobile homes also being destroyed. A pharmacy was also destroyed in Marmaduke. Outside of Marmaduke, in the rest of the county, nineteen homes and 11 mobile homes were destroyed. In addition, seven houses and two mobile homes had major damage in the county.  In all, approximately five hundred homes were affected."
200604,2,1649,200604,2,1653,208072,5499678,ILLINOIS,17,2006,April    ,Tornado,C,167,SANGAMON,ILX,2006-04-02 16:49:00,CST,2006-04-02 16:53:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,2.0,100.0,,,BERLIN,2.0,NE,BERLIN,39.75,-89.9,39.77,-89.88,,"The tornado completely destroyed a grain bin and a pole barn, with numerous 12 to 18 inch diameter trees splintered off at various heights.  Near the end of the tornado track, a pole barn had its main door blown in, and half of the roof completely destroyed."
200604,2,1650,200604,2,1705,207794,5501329,ILLINOIS,17,2006,April    ,Tornado,C,135,MONTGOMERY,LSX,2006-04-02 16:50:00,CST,2006-04-02 17:05:00,0,0,0,0,,,NWS STORM SURVEY,,,F2,20.0,200.0,,,HILLSBORO,11.0,ENE,NOKOMIS,39.15,-89.48,39.37,-89.1,,"A tornado first formed on the south side of Hillsboro where it caused a narrow path of sign and window damage at a car dealership and two gasoline stations, and blew metal sheeting into nearby trees at a home improvement store. It then destroyed barns one mile southeast of Irving and 2 miles south of Witt. The barn damage south of Witt was rated F1. The tornado then destroyed a metal shed 3 miles south of Nokomis and lofted the sheet metal up to a mile downstream. It also caused minor damage to a grain bin on a farm about three miles southeast of Nokomis. It then caused major damage to a machine shed three miles east of Nokomis where the sheet metal was blown one half mile downstream. The tornado then intensified to nearly 200 yards wide where it toppled and destroyed two high tension electric power line towers about 5 miles east of Nokomis. The damage was rated low end F2. The tornado then weakened and destroyed another grain bin and caused minor damage before dissipating near the Shelby County line."
200604,2,1656,200604,2,1659,208072,5499679,ILLINOIS,17,2006,April    ,Tornado,C,167,SANGAMON,ILX,2006-04-02 16:56:00,CST,2006-04-02 16:59:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,1.0,100.0,2.0,N,CHATHAM,3.0,NE,CHATHAM,39.7,-89.7,39.7,-89.67,,The tornado removed roofing material from several new construction homes.
200604,2,1656,200604,2,1658,207802,5499255,ILLINOIS,17,2006,April    ,Tornado,C,135,MONTGOMERY,LSX,2006-04-02 16:56:00,CST,2006-04-02 16:58:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,1.7,100.0,5.0,E,FARMERSVILLE,6.0,ENE,FARMERSVILLE,39.43,-89.57,39.47,-89.55,,A tornado formed east of Farmersville and moved east northeast for almost 2 miles in Montgomery County. The tornado then crossed into Christian County. Machine sheds and barns were heavily damaged at three. farms along the path.
200604,2,1658,200604,2,1701,208072,5499680,ILLINOIS,17,2006,April    ,Tornado,C,167,SANGAMON,ILX,2006-04-02 16:58:00,CST,2006-04-02 17:01:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,1.0,100.0,,,SPRINGFIELD,,,SPRINGFIELD,39.8,-89.65,39.8,-89.65,,The tornado caused minor roof and structural damage to several businesses on the southwest side of Springfield.
200604,2,1658,200604,2,1659,208072,5499683,ILLINOIS,17,2006,April    ,Tornado,C,21,CHRISTIAN,ILX,2006-04-02 16:58:00,CST,2006-04-02 16:59:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,0.5,30.0,5.0,NW,MORRISONVILLE,5.0,NW,MORRISONVILLE,39.47,-89.53,39.47,-89.53,,"Continued from Montgomery county, WFO St Louis forecast area.  Tornado briefly crossed a field in Christian county and no damage was reported."
200604,2,1659,200604,2,1700,208072,5499681,ILLINOIS,17,2006,April    ,Tornado,C,167,SANGAMON,ILX,2006-04-02 16:59:00,CST,2006-04-02 17:00:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,1.3,50.0,2.0,SW,PAWNEE,1.0,SSW,PAWNEE,39.57,-89.62,39.58,-89.58,,The tornado destroyed 3 grain bins and blew them a quarter mile away.  It also damaged 3 barns and blew down a number of trees.
200604,2,1700,200604,2,1709,209316,5502327,ARKANSAS,5,2006,April    ,Tornado,C,145,WHITE,LZK,2006-04-02 17:00:00,CST,2006-04-02 17:09:00,0,0,0,0,,,NWS STORM SURVEY,,,F2,6.3,100.0,2.0,ESE,ARMSTRONG SPGS,5.0,N,SEARCY,35.25,-91.8,35.32,-91.75,,"A strong tornado was spawned in White County about 1.5 miles east-southeast of Armstrong Springs. The tornado destroyed two mobile homes, and several other mobile homes were damaged. A self storage warehouse was damaged as were three other businesses. Several dozen trees were uprooted, and power lines were downed. A number of vehicles were badly damaged as well."
200604,2,1706,200604,2,1708,208072,5499682,ILLINOIS,17,2006,April    ,Tornado,C,167,SANGAMON,ILX,2006-04-02 17:06:00,CST,2006-04-02 17:08:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,0.8,50.0,,,SPRINGFIELD,,,SPRINGFIELD,39.8,-89.65,39.8,-89.65,,The tornado caused damage to the roof of the Illinois Department of Transportation building.
200604,2,1708,200604,2,1716,208073,5499684,ILLINOIS,17,2006,April    ,Tornado,C,21,CHRISTIAN,ILX,2006-04-02 17:08:00,CST,2006-04-02 17:16:00,1,0,0,0,,,NWS STORM SURVEY,,,F1,6.3,300.0,6.0,WSW,TAYLORVILLE,1.0,N,TAYLORVILLE,39.52,-89.4,39.57,-89.3,,The tornado damaged sheds and downed numerous trees along its path.  Several homes and businesses in Taylorville reported roof and structural damage.  There was one injury (direct) due to falling debris.
200604,2,1713,200604,2,1716,208073,5499739,ILLINOIS,17,2006,April    ,Tornado,C,167,SANGAMON,ILX,2006-04-02 17:13:00,CST,2006-04-02 17:16:00,1,0,0,0,,,NWS STORM SURVEY,,,F1,1.5,100.0,2.0,SE,RIVERTON,2.0,SSE,RIVERTON,39.83,-89.5,39.82,-89.52,,"The tornado struck a mobile home park, destroying eight homes and damaging thirty others.  Numerous trees were blown down.  One injury (direct) occurred when a woman exited her mobile home and was blown into an adjacent home."
200604,2,1714,200604,2,1715,208074,5499740,ILLINOIS,17,2006,April    ,Tornado,C,173,SHELBY,ILX,2006-04-02 17:14:00,CST,2006-04-02 17:15:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,2.0,150.0,3.0,NNW,OCONEE,4.0,N,OCONEE,39.32,-89.13,39.33,-89.12,,The tornado continued into Christian County.
200604,2,1715,200604,2,1720,208074,5499741,ILLINOIS,17,2006,April    ,Tornado,C,21,CHRISTIAN,ILX,2006-04-02 17:15:00,CST,2006-04-02 17:20:00,0,0,0,0,,,NWS STORM SURVEY,,,F1,4.0,150.0,4.0,SW,PANA,1.0,ENE,PANA,39.35,-89.13,39.37,-89.07,,"The tornado entered the county from Shelby County.  It ripped the roof off a shed, and blew another shed across a field.  The tornado caused minor roof damage and blew down numerous trees as it moved into the southeast part of Pana."
200604,2,1717,200604,2,1717,208073,5499738,ILLINOIS,17,2006,April    ,Tornado,C,21,CHRISTIAN,ILX,2006-04-02 17:17:00,CST,2006-04-02 17:17:00,0,0,0,0,,,NWS STORM SURVEY,,,F0,0.1,50.0,4.0,NE,TAYLORVILLE,4.0,NE,TAYLORVILLE,39.58,-89.25,39.58,-89.25,,The tornado briefly touched down in a field.  No damage was reported.
