,QUERY,month,day of the month,DAYSAFTERDBSTART,hour,minute,QUERYID,TIMEID,ANONID,MINUTESAFTERMIDNIGHT
772,janet jackson on tupac,march    ,17,16,21,45,5615300,3132878,155891,1305
773,dragon lady fetish,may      ,3,63,4,46,5618136,2677302,256251,286
774,dragon lady fetish,may      ,3,63,4,46,5618136,2677302,256251,286
775,vigina,march    ,30,29,16,44,5619746,2926795,382957,1004
776,yugioh gx episode spoiler,april    ,26,56,8,55,5634583,2275469,183393,535
777,souljaslim3ward.com,may      ,12,72,20,8,5637472,840505,188630,1208
778,badjocks.com,march    ,4,3,10,10,5640296,6319342,476372,610
779,christina model,may      ,6,66,9,11,5647232,124189,354882,551
780,myspace amc 30 at the block,april    ,4,34,0,29,5653806,3108233,303919,29
781,psp homebrew cheat device on 2.70,april    ,26,56,20,5,5680420,657670,290787,1205
782,chris parnell narnia,may      ,23,83,3,14,5680059,6024793,622027,194
783,autistic basketball hero,april    ,4,34,9,46,5693218,4169899,599925,586
784,how to do the robot,april    ,29,59,5,29,5697224,5479838,242123,329
785,naruto akeboshi song,april    ,28,58,13,58,5699193,3247496,417234,838
786,snl debbie downer,may      ,30,90,15,36,5713457,2212452,627195,936
787,juggernaut bitch,may      ,26,86,10,40,5713101,1510095,90699,640
788,juggernaut bitch,may      ,26,86,10,40,5713101,4187155,334816,640
789,juggernaut bitch,may      ,26,86,10,40,5713101,6398320,390129,640
790,juggernaut bitch,may      ,26,86,10,40,5713101,2384005,280663,640
791,juggernaut bitch,may      ,26,86,10,40,5713101,5718294,249310,640
792,my fuuny days,april    ,3,33,16,19,5722659,3474664,599947,979
793,alabama leprechaun,april    ,3,33,18,32,5721465,926955,90699,1112
794,alabama leprechaun,april    ,3,33,18,32,5721465,2858670,303050,1112
795,sonic and amy everytime we touch,april    ,17,47,7,24,5733718,279549,172414,444
796,muscular flexing,may      ,16,76,23,1,5733195,2182319,585481,1381
797,espn soccer,april    ,30,60,7,4,5747585,427767,137232,424
798,modelguysfeet.com,may      ,7,67,9,27,5757972,1694717,289935,567
799,modelguysfeet.com,may      ,7,67,9,27,5757972,1694717,289935,567
800,hector el father- no hay nadie lyrics,may      ,27,87,14,18,5756853,6418563,328034,858
801,hector el father- no hay nadie lyrics,may      ,27,87,14,18,5756853,6418563,328034,858
802,young joc,march    ,20,19,8,52,5772028,5440229,483135,532
803,young joc,march    ,20,19,8,52,5772028,5440229,483135,532
804,young joc,march    ,20,19,8,52,5772028,3908343,231487,532
805,young joc,march    ,20,19,8,52,5772028,6531915,208607,532
806,giant silva,may      ,12,72,20,57,5771609,4372417,349610,1257
807,candace parker,april    ,4,34,17,41,5781099,5233677,42242,1061
808,t.i. lyrics what u know bout that,april    ,12,42,23,47,5786748,2566491,167470,1427
809,brasil nudismo,march    ,12,11,12,33,5789880,5887798,588672,753
810,autistic high school boy basketball player,april    ,15,45,5,22,5813336,4483072,2691,322
811,autistic high school boy basketball player,april    ,15,45,5,22,5813336,4483072,2691,322
812,snl lazy sunday,april    ,12,42,14,58,5826635,4191590,522306,898
813,snl lazy sunday,april    ,12,42,14,58,5826635,272667,653476,898
814,snl woomba,may      ,28,88,22,55,5832184,4577807,390164,1375
815,spoof memoirs of a geisha,march    ,31,30,9,16,5837282,6226265,262086,556
816,pirates of the carribean flag,may      ,7,67,4,9,5839616,5772008,489627,249
817,guys going crazy,april    ,16,46,13,21,5843495,945716,649313,801
818,sharukh khan & preity zinta,april    ,29,59,1,38,5846420,703303,183082,98
819,blueangles airshows,may      ,19,79,17,17,5853376,4336203,147867,1037
820,the pina colada song url for myspace,march    ,18,17,8,40,5859483,33102,335223,520
821,www.tnawrestling.com,april    ,8,38,14,12,5865543,1950747,97159,852
822,what you know about that ti,may      ,21,81,7,54,5869591,3860437,252912,474
823,brokeback mountain trailer,march    ,14,13,14,14,5874851,4720373,233557,854
824,saturday night live chronicles download,april    ,24,54,2,5,5874864,2764421,392931,125
825,how to fingerpick a guitar,may      ,28,88,10,45,5881064,1235897,41404,645
826,yu-gi-oh gx alexis,april    ,7,37,2,26,5882647,2401828,517744,146
827,yu-gi-oh gx alexis,april    ,7,37,2,26,5882647,2401828,517744,146
828,yu-gi-oh gx alexis,april    ,7,37,2,26,5882647,2401828,517744,146
829,will forte skits,march    ,24,23,14,16,5883132,6514125,447324,856
830,michael alig,may      ,23,83,20,38,5893247,718299,476982,1238
831,power rangers time force theme opening video,march    ,30,29,21,16,5893366,853239,415991,1276
832,power rangers time force theme opening video,march    ,30,29,21,16,5893366,853239,415991,1276
833,www.mooning eminem.com,march    ,5,4,14,39,5889873,5421285,611374,879
834,www.mooning eminem.com,march    ,5,4,14,39,5889873,222020,611374,879
835,gay men who smoke cigars,april    ,28,58,20,0,5901826,2597387,313421,1200
836,gay men who smoke cigars,april    ,28,58,20,0,5901826,2597387,313421,1200
837,the emo.c. emo spoof parody,march    ,17,16,3,49,5914312,4358128,548814,229
838,gayle moher clips,may      ,22,82,10,24,5916667,6573444,47772,624
839,gayle moher clips,may      ,22,82,10,24,5916667,2029296,47772,624
840,titanic 2 jacks back,march    ,2,1,1,7,5923842,4038812,366850,67
841,video clip of scott mathieson,march    ,14,13,17,55,5928560,6150721,145364,1075
842,idaho super tag,march    ,16,15,19,42,5931405,5436101,7180,1182
843,tite girl,march    ,27,26,18,40,5935212,2292515,57823,1120
844,lazy monday,march    ,23,22,8,2,5938867,5094879,230267,482
845,lazy monday,march    ,23,22,8,2,5938867,6825747,653476,482
846,lazy monday,march    ,23,22,8,2,5938867,6825747,653476,482
847,super mario bros. keyboard tabs,april    ,4,34,23,14,5948913,2088993,590237,1394
848,dr. dre & ice cube - natural born killaz,may      ,20,80,3,29,5949047,3294290,656033,209
849,mans head in elephants butt,march    ,5,4,23,25,5959646,6056914,117142,1405
850,k20 pacman racing,may      ,21,81,14,26,5960765,2893985,286313,866
851,snl digital short testicles,april    ,18,48,13,11,5961658,1264688,154991,791
852,snl digital short testicles,april    ,18,48,13,11,5961658,1264688,154991,791
853,shasta pools pebbletec finishes,may      ,29,89,2,9,5965851,3458197,159064,129
854,the video busta rhymes remix touch it,may      ,5,65,6,15,5968154,6068699,429649,375
855,south park episodes,april    ,1,31,12,27,5973988,3129383,194359,747
856,tubetv,may      ,21,81,10,6,5983710,78453,613618,606
857,tubetv,may      ,21,81,10,6,5983710,1134815,132714,606
858,tubetv,may      ,21,81,10,6,5983710,1398123,132714,606
859,johnny rocketfingers walkthrough,march    ,24,23,17,50,5980159,5946031,120861,1070
860,bobby kristina,may      ,25,85,11,48,5984044,2441778,555270,708
861,cha cha slide video,may      ,26,86,19,21,6005115,5679683,28121,1161
862,www.fightplace.com,april    ,16,46,18,10,6007335,5348036,533891,1090
863,drum cadence,april    ,5,35,17,18,6012930,4397033,361629,1038
864,evolution of the dance,may      ,29,89,9,55,6015548,6349647,403437,595
865,girl fight cought on tape,april    ,24,54,14,15,6018528,5823583,273334,855
866,1980s rc cars,march    ,9,8,14,58,6025363,5237409,370466,898
867,snl chronicles of narnia,may      ,21,81,11,15,6025584,1483348,167047,675
868,a song for my best friends 16th birthday,march    ,13,12,6,27,6041678,6572563,580359,387
869,slade glam band videos,april    ,11,41,17,11,6059538,1304478,286350,1031
870,slade glam band videos,april    ,11,41,17,11,6059538,1304478,286350,1031
871,x men 3,may      ,1,61,19,47,6064638,3733327,284609,1187
872,www.gangbooty.com,may      ,27,87,17,53,6069119,6155148,250049,1073
873,www.myspace of bowwow,march    ,20,19,18,29,6071914,2738710,430548,1109
874,videos of slimings,march    ,23,22,16,8,6073532,3381287,559683,968
875,colbert speech,march    ,17,16,19,38,6077769,1794793,558292,1178
876,three 6 mafia devil worship,may      ,28,88,9,3,6093551,6811631,476982,543
877,www.buffiethebody.com,april    ,13,43,10,7,6100530,2934734,272210,607
878,www.buffiethebody.com,april    ,13,43,10,7,6100530,1660871,74661,607
879,myspace song such a tragedy by from first to last,march    ,19,18,4,49,6108998,2184646,587909,289
880,myspace song such a tragedy by from first to last,march    ,19,18,4,49,6108998,2184646,587909,289
881,utada hikari sanctuary,may      ,11,71,12,21,6104880,3856657,525634,741
882,myspace.com esther4sho,march    ,27,26,8,7,6109949,4871260,238368,487
883,42 wheelys jeeps,march    ,29,28,5,47,6111696,551636,476982,347
884,firefly fan vid,march    ,18,17,19,48,6116047,6293392,292915,1188
885,firefly fan vid,march    ,18,17,19,48,6116047,6094668,292915,1188
886,je ferme les yeuxs,may      ,5,65,20,53,6113174,4391480,23392,1253
887,my tube,may      ,11,71,10,48,6118832,5761833,304546,648
888,my tube,may      ,11,71,10,48,6118832,6176383,203608,648
889,d.n.angel,april    ,23,53,22,18,6120160,137771,476982,1338
890,d.n.angel,april    ,23,53,22,18,6120160,1947855,476982,1338
891,d.n.angel,april    ,23,53,22,18,6120160,2161181,441832,1338
892,d.n.angel,april    ,23,53,22,18,6120160,4335647,441832,1338
893,d.n.angel,april    ,23,53,22,18,6120160,1334155,441832,1338
894,d.n.angel,april    ,23,53,22,18,6120160,4868738,441832,1338
895,d.n.angel,april    ,23,53,22,18,6120160,367044,441832,1338
896,d.n.angel,april    ,23,53,22,18,6120160,3817741,441832,1338
897,buffalo sabres songs,april    ,19,49,20,4,6119699,5204322,114418,1204
898,my space song such a tragedy by from first to last,april    ,4,34,22,25,6132284,824036,587909,1345
899,ayds diet,march    ,22,21,9,42,6133674,676657,351962,582
900,ayds diet,march    ,22,21,9,42,6133674,3726647,366399,582
901,drive by insults,march    ,29,28,2,3,6136930,3643664,384450,123
902,chrisabliss.com,april    ,11,41,22,33,6147841,1263139,310342,1353
903,letoya's torn,may      ,9,69,14,37,6151053,2436416,228433,877
904,u-tube,march    ,29,28,8,27,6152892,3316703,601613,507
905,u-tube,march    ,29,28,8,27,6152892,3316703,601613,507
906,numa parody,may      ,23,83,7,18,6153110,2681770,563306,438
907,hoopz flavor of love,may      ,22,82,12,4,6159180,2520564,414397,724
908,parker posey pepsi commercial,april    ,6,36,9,41,6159695,639644,61455,581
909,parker posey pepsi commercial,april    ,6,36,9,41,6159695,639644,61455,581
910,putting such a tragedy by from first to last on myspace,may      ,6,66,11,21,6158687,6787421,587909,681
911,cleveland indians clip art,march    ,2,1,0,7,6160579,1458715,245420,7
912,black horse and the cherry tree,april    ,13,43,13,5,6168912,856935,79735,785
913,royal-house,march    ,22,21,18,46,6174718,6654609,399128,1126
914,doctor who series 2 trailers,may      ,12,72,6,54,6186353,6694730,66611,414
915,illusion animal face,april    ,15,45,18,8,6189657,4597764,617059,1088
916,gallon challenge videos,march    ,7,6,11,54,6192383,2716097,233254,714
917,funny shit,march    ,16,15,10,47,6196162,6772143,246621,647
918,funny shit,march    ,16,15,10,47,6196162,6772143,246621,647
919,stupidvedios.us,may      ,7,67,0,51,6198744,6701622,314418,51
920,lil jon snap yo fingas,may      ,22,82,15,31,6202213,6183235,453496,931
921,axel roxas,april    ,4,34,10,50,6209458,3939376,209200,650
922,chopped and screwed songs,april    ,5,35,5,18,6208125,84700,164975,318
923,talking love doll videos,may      ,23,83,9,47,6210968,2476594,608091,587
924,tool live bootleg,march    ,2,1,17,39,6220009,5369269,333628,1059
925,jack white commercial,may      ,1,61,10,42,6226810,842476,352362,642
926,video fastest girl guitarist,may      ,8,68,11,56,6227792,4038434,512632,716
927,brokeback,march    ,10,9,12,14,6229322,6287431,168166,734
928,kellie pickler video,march    ,31,30,10,17,6239554,1622173,631538,617
929,nimisoni.com,may      ,18,78,0,40,6241884,2316253,383862,40
930,jamm kidz '06,may      ,27,87,20,48,6241329,3999586,176186,1248
931,jamm kidz '06,may      ,27,87,20,48,6241329,3999586,176186,1248
932,lunch no joou,april    ,1,31,17,13,6239922,6263165,299684,1033
933,lunch no joou,april    ,1,31,17,13,6239922,6263165,299684,1033
934,lunch no joou,april    ,1,31,17,13,6239922,4555679,299684,1033
935,sanctuary english version song,may      ,28,88,18,56,6245978,3819165,633858,1136
936,ninja of the night- the test,april    ,9,39,19,36,6257476,2465870,580494,1176
937,comedian dance,april    ,8,38,13,0,6263928,1881360,100227,780
938,john and cyn lennon,march    ,28,27,22,34,6265281,2732462,364680,1354
939,dipset vs jr mafia,march    ,10,9,18,38,6269586,5893906,651738,1118
940,ashton rap,april    ,19,49,12,34,6269795,2639132,539537,754
941,field mob'so what',april    ,14,44,13,53,6272842,107475,211561,833
942,thalia chloroform,march    ,14,13,7,41,6280516,2448395,551246,461
943,live simpson video,march    ,4,3,19,34,6291749,946858,603166,1174
944,story of the 2 legged dog,april    ,10,40,15,56,6291340,1907030,549738,956
945,trample group,may      ,22,82,11,9,6303287,4787886,20121,669
946,water powered car,april    ,23,53,20,12,6304275,4585157,398401,1212
947,zac efron in nyc,may      ,15,75,21,47,6307053,6313130,598266,1307
948,eddie guerrero,april    ,14,44,15,19,6321896,5757866,25155,919
949,the numa numa kid uss enterprise,march    ,30,29,20,15,6323430,2873583,276390,1215
950,amra dacca te lijepe noci,april    ,2,32,19,13,6319501,6783601,619426,1153
951,bathing ape,march    ,6,5,19,57,6322182,4972715,457379,1197
952,start me up video rolling stones,april    ,3,33,6,56,6326539,5143661,405741,416
953,intro in pokemon called spurt,april    ,12,42,11,27,6326669,2548091,187207,687
954,wwe kitty,may      ,8,68,9,11,6341435,1269150,125126,551
955,sword and guns,may      ,25,85,21,50,6344355,5918805,637820,1310
956,sword and guns,may      ,25,85,21,50,6344355,6049306,637820,1310
957,tickling torture,may      ,5,65,9,28,6352476,5714433,367168,568
958,tickling torture,may      ,5,65,9,28,6352476,5714433,367168,568
959,tickling torture,may      ,5,65,9,28,6352476,5714433,367168,568
960,nancy sinatra boots are made for walking video,may      ,21,81,16,28,6359014,549140,515180,988
961,ghost footage.com,march    ,15,14,14,54,6362258,2484487,201053,894
962,ghost footage.com,march    ,15,14,14,54,6362258,2484487,201053,894
963,chris evans shirtless,march    ,6,5,17,26,6361729,132730,133926,1046
964,kidnap videos,march    ,22,21,15,29,6368019,2985075,73503,929
965,gino from the bronx on myspace,may      ,25,85,10,24,6372090,5761479,258681,624
966,clark lex slash music videos,april    ,2,32,11,9,6376161,4208432,245954,669
967,hockey fights,may      ,15,75,21,33,6383469,2464698,412058,1293
968,barbra streisand left in the dark video,april    ,29,59,23,45,6391492,6498024,288880,1425
969,breakdancing worm visa check card commercial,april    ,2,32,0,40,6396255,1962623,247181,40
970,napoli italy,march    ,29,28,19,18,6397979,3345090,326638,1158
971,bartow mx,april    ,19,49,2,27,6401936,5054396,628840,147
972,a girl dies from doing the lean with it rock with it,may      ,25,85,14,41,6404213,1085253,139578,881
973,b5's who's afraid of the big bad wolf video,march    ,5,4,18,9,6419250,3942437,282068,1089
974,the dog named faith,may      ,30,90,22,0,6419671,6590114,340607,1320
975,brokeback mountain willie nelson song,march    ,5,4,19,52,6421410,3730363,378347,1192
976,ride or die bitch eve,april    ,30,60,14,1,6420670,3691956,424653,841
977,from first to last such a tragedy on myspace,may      ,10,70,13,44,6433337,6727414,587909,824
978,jesse i'm so excited clip saved by the bell,may      ,6,66,7,38,6436857,2702932,80185,458
979,panic at the disco acoustic,may      ,18,78,6,44,6434569,5570402,589437,404
980,panic at the disco acoustic,may      ,18,78,6,44,6434569,5570402,589437,404
981,helen and nikki,may      ,28,88,12,47,6442559,3355240,402862,767
982,david tennant shirtless,march    ,19,18,17,22,6446276,2836772,516518,1042
983,david tennant shirtless,march    ,19,18,17,22,6446276,2836772,516518,1042
984,david tennant shirtless,march    ,19,18,17,22,6446276,2836772,516518,1042
985,david tennant shirtless,march    ,19,18,17,22,6446276,2836772,516518,1042
986,wwww.illusionskates.cjb.net,march    ,3,2,3,14,6447250,4702752,272060,194
987,joey jihad punched myspace,may      ,12,72,19,1,6450428,1392766,170110,1141
988,emoskate.com,april    ,27,57,19,2,6456588,2735329,306509,1142
989,lee byung heon,april    ,4,34,9,53,6460126,2723047,133125,593
990,hoplias aimara,april    ,30,60,22,25,6464086,2661592,457583,1345
991,hoplias aimara,april    ,30,60,22,25,6464086,2661592,457583,1345
992,hoplias aimara,april    ,30,60,22,25,6464086,3483155,457583,1345
993,hoplias aimara,april    ,30,60,22,25,6464086,1440765,457583,1345
994,bishop earl paulk - atlanta ga - sex scandal,april    ,19,49,16,48,6470904,1370648,320309,1008
995,amine and movie,march    ,26,25,0,26,6471547,5832021,395733,26
996,c walk videos for myspace,march    ,19,18,11,31,6483928,1038985,238493,691
997,southpark episodes,april    ,25,55,13,35,6486226,2268692,194359,815
998,dorothy lyman nude,april    ,5,35,9,12,6494408,5486404,595833,552
999,tere coss,march    ,2,1,1,16,6497676,2927742,54635,76
1000,tere coss,march    ,2,1,1,16,6497676,2927742,54635,76
1001,gay mile high club,april    ,18,48,17,52,6505142,6328624,270712,1072
1002,cassie me and you,march    ,28,27,23,58,6509314,3198947,153415,1438
1003,zero pain,may      ,4,64,14,50,6510886,5222171,222420,890
1004,watch episode of punked with triple h,april    ,18,48,0,22,6520391,315180,515414,22
1005,riding the rings of pestilence,march    ,3,2,2,14,6518839,109007,40833,134
1006,kajara re video,may      ,16,76,4,54,6521837,6455734,22687,294
1007,kajara re video,may      ,16,76,4,54,6521837,4321344,22687,294
1008,buffie the body,april    ,8,38,16,35,6529017,394907,359698,995
1009,buffie the body,april    ,8,38,16,35,6529017,1318995,510399,995
1010,jutsus and their handsigns,march    ,27,26,21,53,6524813,1892836,362736,1313
1011,french trance girl singer,april    ,23,53,20,24,6524860,357300,87578,1224
1012,chuckecheese's,may      ,26,86,19,13,6527357,6842094,646615,1153
1013,most recent volkswagen tv ad,may      ,3,63,10,5,6533646,1782541,597476,605
1014,male pecs,march    ,31,30,22,48,6537989,5465324,647969,1368
1015,funny comercials,march    ,12,11,12,40,6537312,1675279,256526,760
1016,david blain videos,march    ,2,1,11,46,6541551,4387815,379886,706
1017,david blain videos,march    ,2,1,11,46,6541551,4387815,379886,706
1018,dragonball z vagito,may      ,10,70,16,35,1159,4175989,607942,995
1019,if you blood throw it up,may      ,23,83,14,56,6552574,2202392,298915,896
1020,view my web cam,april    ,14,44,13,46,6553673,3911167,263418,826
1021,stupid girl video,march    ,16,15,6,39,6569018,1491065,604294,399
1022,live action simpsons,may      ,13,73,22,1,6575299,5724963,603540,1321
1023,live action simpsons,may      ,13,73,22,1,6575299,6915135,26640,1321
1024,fantasia's live celebration of gospel,april    ,9,39,9,53,6577414,987573,140646,593
1025,west side filipino member,may      ,6,66,6,27,6582158,6301985,228064,387
1026,leotard and tights wrestling,may      ,2,62,6,29,6584370,2770705,463212,389
1027,leotard and tights wrestling,may      ,2,62,6,29,6584370,2770705,463212,389
1028,bjw - mitsuhiro matsunaga vs zandig deathmatch,april    ,30,60,15,2,6590103,4766731,373212,902
1029,fuck vans,march    ,15,14,18,46,6590209,693815,290156,1126
1030,gta on psp 2.70 hacks,march    ,18,17,15,22,6589444,294558,290787,922
1031,wes montgomery web site,march    ,20,19,7,40,6595623,1596101,22613,460
1032,jim jones camron rucker park video download,april    ,30,60,8,48,6613667,2281451,229352,528
1033,freestyle pop locking dances,may      ,11,71,9,26,6617340,6649203,21132,566
1034,greates soccer juggler,april    ,25,55,1,5,6627747,3538561,527389,65
1035,honda commercials,march    ,21,20,5,27,6643906,2752603,251847,327
1036,honda commercials,march    ,21,20,5,27,6643906,2064196,251847,327
1037,got my vans on but they look like sneakers,may      ,10,70,11,12,6646838,5336497,203365,672
1038,stick figure animation of greenday,april    ,5,35,12,49,6648973,3705805,317514,769
1039,stick figure animation of greenday,april    ,5,35,12,49,6648973,3705805,317514,769
1040,stick figure animation of greenday,april    ,5,35,12,49,6648973,3705805,317514,769
1041,drives me crazy,march    ,30,29,16,5,6653227,4449818,593442,965
1042,www.4815162342.com,april    ,12,42,15,36,6658442,5306426,576677,936
1043,phil w alice in chains,april    ,16,46,11,23,6661196,102387,86375,683
1044,phil w alice in chains,april    ,16,46,11,23,6661196,1010687,86375,683
1045,metallica am i evil web page code,april    ,19,49,20,10,6660459,474814,482924,1210
1046,white men can dance,may      ,4,64,16,58,6670454,413090,50857,1018
1047,lazy sunday video code,april    ,27,57,21,14,6670979,2757458,45275,1274
1048,derek jeter myspace videos,may      ,11,71,17,58,6678296,2199553,370347,1078
1049,hotlatinotwinks.com,may      ,11,71,17,43,6677052,2506657,150771,1063
1050,yugioh animated gifs,may      ,19,79,8,19,6677161,2859918,336742,499
1051,anna svidersky girl,may      ,9,69,4,58,6681432,923718,264668,298
1052,anna svidersky girl,may      ,9,69,4,58,6681432,923718,264668,298
1053,jay lamont,april    ,11,41,23,23,6685541,6562482,405725,1403
1054,girl sreet fight,may      ,30,90,22,58,6686103,4046376,449538,1378
1055,gypsy mc download,may      ,12,72,18,13,6691545,613242,394752,1093
1056,james lafferty charity games,april    ,3,33,8,14,6701846,1160800,167783,494
1057,charmed music videos,march    ,29,28,2,25,6698822,6687230,246590,145
1058,charmed music videos,march    ,29,28,2,25,6698822,6687230,246590,145
1059,charmed music videos,march    ,29,28,2,25,6698822,6687230,246590,145
1060,diet super cleanser,april    ,5,35,0,54,6715227,5962863,304397,54
1061,buffie the body.com,april    ,15,45,14,17,6713937,672627,374561,857
1062,buffie the body.com,april    ,15,45,14,17,6713937,1032110,374561,857
1063,buffie the body.com,april    ,15,45,14,17,6713937,4485377,44525,857
1064,sims2 movies,april    ,20,50,15,39,6717341,4517853,84019,939
1065,skittles,april    ,21,51,14,38,6726282,3108215,578927,878
1066,do as infinity yesterday and today songs,may      ,19,79,17,34,6732481,4326537,9609,1054
1067,power rangers mystic force,march    ,11,10,23,5,6732190,5347690,228456,1385
1068,halo 3,may      ,10,70,17,38,6741964,5355840,548464,1058
1069,www.unitedchampions.com,may      ,30,90,0,34,6742806,4810730,253741,34
1070,tvb,april    ,16,46,19,51,6743286,4431796,141417,1191
1071,cum on mamas soles,march    ,9,8,20,32,6745200,3862432,118973,1232
1072,family guy - osama,march    ,5,4,19,13,6744689,5538748,189683,1153
1073,family guy - osama,march    ,5,4,19,13,6744689,5538748,189683,1153
1074,ball slapping,may      ,24,84,20,6,6746209,123736,247814,1206
1075,scary car ad,april    ,8,38,22,52,6746275,3190067,320928,1372
1076,seasons of love video code,march    ,25,24,3,36,6745656,2793156,171565,216
1077,seasons of love video code,march    ,25,24,3,36,6745656,2793156,171565,216
1078,pokemon music,march    ,22,21,18,50,6753172,4800183,466483,1130
1079,pokemon music,march    ,22,21,18,50,6753172,362027,73247,1130
1080,gino the ginny posh,march    ,27,26,12,30,6756665,1227873,8458,750
1081,pitbull fighting,march    ,17,16,12,8,6761995,336483,498614,728
1082,keyra 20agustina,may      ,22,82,2,49,6767315,6435587,338143,169
1083,keyra 20agustina,may      ,22,82,2,49,6767315,6435587,338143,169
1084,elenor powell,may      ,26,86,12,9,6773852,6401449,510920,729
1085,dragqueen show madison wi,april    ,10,40,1,26,6778820,1136638,298809,86
1086,stupid me resident evil 4,march    ,31,30,12,46,6777513,1007592,20064,766
1087,twisted sister,march    ,4,3,9,50,6782209,215244,229022,590
1088,maxsports,march    ,5,4,16,43,6786020,3615681,316290,1003
1089,bearcat bike jumps,april    ,5,35,21,24,6786454,369707,26719,1284
1090,juggernaught bitch,may      ,22,82,17,53,6788107,3770480,27799,1073
1091,broke back mountain,april    ,23,53,17,50,6787264,3463192,628535,1070
1092,broke back mountain,april    ,23,53,17,50,6787264,2556295,552550,1070
1093,crawfish and humor,april    ,11,41,18,16,6790178,2224142,218952,1096
1094,dog humping a stuff animal,april    ,7,37,1,32,6793431,193329,5058,92
1095,www.badjojo.com,may      ,23,83,20,33,6797532,644013,6837,1233
1096,lean wit it crazy video,march    ,31,30,21,14,6800699,2700491,103899,1274
1097,smallwaist,april    ,3,33,11,32,6796844,3668991,615808,692
1098,smallwaist,april    ,3,33,11,32,6796844,3189027,615808,692
1099,smallwaist,april    ,3,33,11,32,6796844,3189027,615808,692
1100,smallwaist,april    ,3,33,11,32,6796844,3189027,615808,692
1101,smallwaist,april    ,3,33,11,32,6796844,3189027,615808,692
1102,smallwaist,april    ,3,33,11,32,6796844,3189027,615808,692
1103,toooz,april    ,9,39,23,29,6800176,1367479,46171,1409
1104,utada hikaru passion,march    ,17,16,0,55,6801327,106052,101452,55
1105,mann gegen mann,march    ,15,14,21,11,6806929,3245966,561330,1271
1106,myspace puerto rico,march    ,22,21,4,12,6808532,252554,332120,252
1107,hand job ketchup bottle,march    ,14,13,16,59,6807191,6374307,212461,1019
1108,sybian climax,march    ,22,21,8,16,6812761,1013424,394401,496
1109,clbush,march    ,22,21,12,32,6811960,986575,604150,752
1110,clbush,march    ,22,21,12,32,6811960,3353788,604150,752
1111,myspace star wars,april    ,15,45,2,44,6815516,553996,21804,164
1112,scare tactics rat boy,may      ,13,73,22,24,6815157,6078692,628240,1344
1113,www.livesimpsons.com,april    ,12,42,11,48,6824596,4744332,502992,708
1114,cinemaperoni.com,may      ,21,81,3,48,6831944,5284049,37521,228
1115,yoai,march    ,9,8,16,52,6839886,1167908,128712,1012
1116,boxing knockouts,april    ,28,58,20,44,6837714,1512802,342715,1244
1117,rachel reenstra,may      ,26,86,7,1,6849326,5141574,161281,421
1118,hilarious videos,march    ,4,3,10,59,6857147,1654525,282619,659
1119,http www.afrika bambaataa.com,may      ,9,69,1,12,6856466,4032829,192786,72
1120,2007 wrangler,march    ,14,13,11,0,6865667,3244424,538440,660
1121,banned commercials,april    ,13,43,9,33,6867605,1466327,493733,573
1122,havasu girls,april    ,11,41,12,6,6880566,5828625,288362,726
1123,www.older women masterbating,may      ,14,74,10,36,6883278,5581993,213437,636
1124,bulldog skateboarding video for myspace,april    ,21,51,15,0,6896469,4024253,217253,900
1125,bulldog skateboarding video for myspace,april    ,21,51,15,0,6896469,4024253,217253,900
1126,cincinatti pop festival 1970,may      ,2,62,9,27,6907116,3884586,537964,567
1127,boobs,march    ,7,6,20,16,6913352,5738204,366439,1216
1128,boobs,march    ,7,6,20,16,6913352,4717711,193194,1216
1129,boobs,march    ,7,6,20,16,6913352,6822771,615876,1216
1130,kingdom hearts 2 atlantica,march    ,27,26,13,40,6911986,963427,657262,820
1131,french bulldog videos,april    ,18,48,22,29,3079,5186411,96949,1349
1132,all about crips,march    ,10,9,0,30,7898,3256740,312625,30
1133,pokemon intro called spirit,april    ,16,46,7,43,11772,5030753,187207,463
1134,titanic 2 movie,april    ,7,37,14,42,12287,3816877,337990,882
1135,orbit chewing gum commercial,april    ,29,59,1,36,11117,3614984,486027,96
1136,final fantasy vii teck demo for ps3,march    ,9,8,19,4,17105,2825058,477646,1144
1137,evelution of dance comedian,april    ,24,54,14,23,23169,4178287,472834,863
1138,evelution of dance comedian,april    ,24,54,14,23,23169,4178287,472834,863
1139,evelution of dance comedian,april    ,24,54,14,23,23169,780140,472834,863
1140,evelution of dance comedian,april    ,24,54,14,23,23169,780140,472834,863
1141,fightingkids,march    ,14,13,13,44,30249,973746,533891,824
1142,girl farts,march    ,2,1,23,25,28763,6918608,55820,1405
1143,final destination 3 bootleg,march    ,9,8,15,30,31885,6777793,116893,930
1144,final destination 3 bootleg,march    ,9,8,15,30,31885,3269328,116893,930
1145,aprils most handsome men of myspace,march    ,3,2,0,44,33539,2323362,455458,44
1146,dolly parton skit,march    ,5,4,13,43,33339,244487,115956,823
1147,dolly parton skit,march    ,5,4,13,43,33339,244487,115956,823
1148,eminem is fat,may      ,5,65,17,15,35268,5054587,579599,1035
1149,pjsparkle,march    ,7,6,6,58,37887,3710772,56063,418
1150,official jimmy fallon website,april    ,21,51,11,38,38839,5850858,362053,698
1151,tech deck,april    ,24,54,20,58,41320,4987189,151297,1258
1152,tech deck,april    ,24,54,20,58,41320,5805334,151297,1258
1153,buffie the body fre nude internet pics,april    ,21,51,20,25,45003,2448359,253726,1225
